Algoritmo,Numero de estado,Valores de h
Genetic Algorithm,6297,8
Genetic Algorithm,6298,2
Genetic Algorithm,6299,4
Genetic Algorithm,6300,12
Genetic Algorithm,6301,4
Genetic Algorithm,6302,11
Genetic Algorithm,6303,10
Genetic Algorithm,6304,5
Genetic Algorithm,6305,5
Genetic Algorithm,6306,7
Genetic Algorithm,6307,5
Genetic Algorithm,6308,3
Genetic Algorithm,6309,4
Genetic Algorithm,6310,7
Genetic Algorithm,6311,5
Genetic Algorithm,6312,2
Genetic Algorithm,6313,7
Genetic Algorithm,6314,4
Genetic Algorithm,6315,5
Genetic Algorithm,6316,6
Genetic Algorithm,6317,6
Genetic Algorithm,6318,4
Genetic Algorithm,6319,4
Genetic Algorithm,6320,2
Genetic Algorithm,6321,11
Genetic Algorithm,6322,5
Genetic Algorithm,6323,6
Genetic Algorithm,6324,8
Genetic Algorithm,6325,9
Genetic Algorithm,6326,8
Genetic Algorithm,6327,2
Genetic Algorithm,6328,11
Genetic Algorithm,6329,4
Genetic Algorithm,6330,6
Genetic Algorithm,6331,5
Genetic Algorithm,6332,7
Genetic Algorithm,6333,5
Genetic Algorithm,6334,7
Genetic Algorithm,6335,7
Genetic Algorithm,6336,9
Genetic Algorithm,6337,5
Genetic Algorithm,6338,2
Genetic Algorithm,6339,3
Genetic Algorithm,6340,3
Genetic Algorithm,6341,9
Genetic Algorithm,6342,9
Genetic Algorithm,6343,6
Genetic Algorithm,6344,9
Genetic Algorithm,6345,9
Genetic Algorithm,6346,3
Genetic Algorithm,6347,7
Genetic Algorithm,6348,6
Genetic Algorithm,6349,16
Genetic Algorithm,6350,3
Genetic Algorithm,6351,9
Genetic Algorithm,6352,6
Genetic Algorithm,6353,10
Genetic Algorithm,6354,13
Genetic Algorithm,6355,7
Genetic Algorithm,6356,4
Genetic Algorithm,6357,6
Genetic Algorithm,6358,1
Genetic Algorithm,6359,7
Genetic Algorithm,6360,6
Genetic Algorithm,6361,6
Genetic Algorithm,6362,9
Genetic Algorithm,6363,5
Genetic Algorithm,6364,6
Genetic Algorithm,6365,6
Genetic Algorithm,6366,7
Genetic Algorithm,6367,3
Genetic Algorithm,6368,2
Genetic Algorithm,6369,10
Genetic Algorithm,6370,9
Genetic Algorithm,6371,4
Genetic Algorithm,6372,7
Genetic Algorithm,6373,13
Genetic Algorithm,6374,8
Genetic Algorithm,6375,7
Genetic Algorithm,6376,13
Genetic Algorithm,6377,6
Genetic Algorithm,6378,6
Genetic Algorithm,6379,7
Genetic Algorithm,6380,7
Genetic Algorithm,6381,5
Genetic Algorithm,6382,13
Genetic Algorithm,6383,5
Genetic Algorithm,6384,3
Genetic Algorithm,6385,16
Genetic Algorithm,6386,4
Genetic Algorithm,6387,13
Genetic Algorithm,6388,7
Genetic Algorithm,6389,9
Genetic Algorithm,6390,2
Genetic Algorithm,6391,5
Genetic Algorithm,6392,9
Genetic Algorithm,6393,8
Genetic Algorithm,6394,7
Genetic Algorithm,6395,5
Genetic Algorithm,6396,4
Genetic Algorithm,6397,11
Genetic Algorithm,6398,4
Genetic Algorithm,6399,2
Genetic Algorithm,6400,8
Genetic Algorithm,6401,10
Genetic Algorithm,6402,4
Genetic Algorithm,6403,8
Genetic Algorithm,6404,5
Genetic Algorithm,6405,8
Genetic Algorithm,6406,2
Genetic Algorithm,6407,6
Genetic Algorithm,6408,7
Genetic Algorithm,6409,3
Genetic Algorithm,6410,2
Genetic Algorithm,6411,4
Genetic Algorithm,6412,9
Genetic Algorithm,6413,7
Genetic Algorithm,6414,10
Genetic Algorithm,6415,6
Genetic Algorithm,6416,5
Genetic Algorithm,6417,6
Genetic Algorithm,6418,9
Genetic Algorithm,6419,9
Genetic Algorithm,6420,4
Genetic Algorithm,6421,10
Genetic Algorithm,6422,3
Genetic Algorithm,6423,8
Genetic Algorithm,6424,5
Genetic Algorithm,6425,7
Genetic Algorithm,6426,5
Genetic Algorithm,6427,7
Genetic Algorithm,6428,6
Genetic Algorithm,6429,4
Genetic Algorithm,6430,14
Genetic Algorithm,6431,5
Genetic Algorithm,6432,6
Genetic Algorithm,6433,11
Genetic Algorithm,6434,12
Genetic Algorithm,6435,16
Genetic Algorithm,6436,12
Genetic Algorithm,6437,6
Genetic Algorithm,6438,8
Genetic Algorithm,6439,11
Genetic Algorithm,6440,10
Genetic Algorithm,6441,6
Genetic Algorithm,6442,6
Genetic Algorithm,6443,6
Genetic Algorithm,6444,12
Genetic Algorithm,6445,4
Genetic Algorithm,6446,8
Genetic Algorithm,6447,6
Genetic Algorithm,6448,12
Genetic Algorithm,6449,8
Genetic Algorithm,6450,4
Genetic Algorithm,6451,10
Genetic Algorithm,6452,6
Genetic Algorithm,6453,5
Genetic Algorithm,6454,10
Genetic Algorithm,6455,5
Genetic Algorithm,6456,4
Genetic Algorithm,6457,7
Genetic Algorithm,6458,4
Genetic Algorithm,6459,6
Genetic Algorithm,6460,8
Genetic Algorithm,6461,6
Genetic Algorithm,6462,5
Genetic Algorithm,6463,5
Genetic Algorithm,6464,6
Genetic Algorithm,6465,6
Genetic Algorithm,6466,6
Genetic Algorithm,6467,2
Genetic Algorithm,6468,5
Genetic Algorithm,6469,4
Genetic Algorithm,6470,2
Genetic Algorithm,6471,6
Genetic Algorithm,6472,2
Genetic Algorithm,6473,3
Genetic Algorithm,6474,9
Genetic Algorithm,6475,6
Genetic Algorithm,6476,4
Genetic Algorithm,6477,5
Genetic Algorithm,6478,4
Genetic Algorithm,6479,2
Genetic Algorithm,6480,4
Genetic Algorithm,6481,6
Genetic Algorithm,6482,10
Genetic Algorithm,6483,7
Genetic Algorithm,6484,3
Genetic Algorithm,6485,10
Genetic Algorithm,6486,4
Genetic Algorithm,6487,9
Genetic Algorithm,6488,5
Genetic Algorithm,6489,8
Genetic Algorithm,6490,3
Genetic Algorithm,6491,6
Genetic Algorithm,6492,8
Genetic Algorithm,6493,5
Genetic Algorithm,6494,5
Genetic Algorithm,6495,6
Genetic Algorithm,6496,9
Genetic Algorithm,6497,6
Genetic Algorithm,6498,6
Genetic Algorithm,6499,3
Genetic Algorithm,6500,4
Genetic Algorithm,6501,5
Genetic Algorithm,6502,2
Genetic Algorithm,6503,5
Genetic Algorithm,6504,5
Genetic Algorithm,6505,7
Genetic Algorithm,6506,12
Genetic Algorithm,6507,2
Genetic Algorithm,6508,5
Genetic Algorithm,6509,2
Genetic Algorithm,6510,13
Genetic Algorithm,6511,2
Genetic Algorithm,6512,4
Genetic Algorithm,6513,8
Genetic Algorithm,6514,7
Genetic Algorithm,6515,7
Genetic Algorithm,6516,3
Genetic Algorithm,6517,4
Genetic Algorithm,6518,12
Genetic Algorithm,6519,1
Genetic Algorithm,6520,5
Genetic Algorithm,6521,7
Genetic Algorithm,6522,12
Genetic Algorithm,6523,4
Genetic Algorithm,6524,5
Genetic Algorithm,6525,9
Genetic Algorithm,6526,6
Genetic Algorithm,6527,8
Genetic Algorithm,6528,10
Genetic Algorithm,6529,6
Genetic Algorithm,6530,3
Genetic Algorithm,6531,6
Genetic Algorithm,6532,4
Genetic Algorithm,6533,7
Genetic Algorithm,6534,5
Genetic Algorithm,6535,10
Genetic Algorithm,6536,7
Genetic Algorithm,6537,4
Genetic Algorithm,6538,5
Genetic Algorithm,6539,8
Genetic Algorithm,6540,4
Genetic Algorithm,6541,14
Genetic Algorithm,6542,9
Genetic Algorithm,6543,10
Genetic Algorithm,6544,5
Genetic Algorithm,6545,6
Genetic Algorithm,6546,6
Genetic Algorithm,6547,7
Genetic Algorithm,6548,5
Genetic Algorithm,6549,5
Genetic Algorithm,6550,3
Genetic Algorithm,6551,6
Genetic Algorithm,6552,7
Genetic Algorithm,6553,4
Genetic Algorithm,6554,7
Genetic Algorithm,6555,2
Genetic Algorithm,6556,9
Genetic Algorithm,6557,4
Genetic Algorithm,6558,12
Genetic Algorithm,6559,8
Genetic Algorithm,6560,2
Genetic Algorithm,6561,3
Genetic Algorithm,6562,3
Genetic Algorithm,6563,6
Genetic Algorithm,6564,2
Genetic Algorithm,6565,3
Genetic Algorithm,6566,4
Genetic Algorithm,6567,2
Genetic Algorithm,6568,9
Genetic Algorithm,6569,10
Genetic Algorithm,6570,2
Genetic Algorithm,6571,3
Genetic Algorithm,6572,7
Genetic Algorithm,6573,6
Genetic Algorithm,6574,3
Genetic Algorithm,6575,5
Genetic Algorithm,6576,5
Genetic Algorithm,6577,4
Genetic Algorithm,6578,3
Genetic Algorithm,6579,7
Genetic Algorithm,6580,4
Genetic Algorithm,6581,5
Genetic Algorithm,6582,7
Genetic Algorithm,6583,2
Genetic Algorithm,6584,9
Genetic Algorithm,6585,12
Genetic Algorithm,6586,9
Genetic Algorithm,6587,7
Genetic Algorithm,6588,2
Genetic Algorithm,6589,2
Genetic Algorithm,6590,3
Genetic Algorithm,6591,10
Genetic Algorithm,6592,2
Genetic Algorithm,6593,2
Genetic Algorithm,6594,8
Genetic Algorithm,6595,3
Genetic Algorithm,6596,4
Genetic Algorithm,6597,9
Genetic Algorithm,6598,2
Genetic Algorithm,6599,7
Genetic Algorithm,6600,6
Genetic Algorithm,6601,5
Genetic Algorithm,6602,8
Genetic Algorithm,6603,2
Genetic Algorithm,6604,2
Genetic Algorithm,6605,7
Genetic Algorithm,6606,2
Genetic Algorithm,6607,13
Genetic Algorithm,6608,4
Genetic Algorithm,6609,4
Genetic Algorithm,6610,2
Genetic Algorithm,6611,7
Genetic Algorithm,6612,6
Genetic Algorithm,6613,3
Genetic Algorithm,6614,7
Genetic Algorithm,6615,8
Genetic Algorithm,6616,6
Genetic Algorithm,6617,6
Genetic Algorithm,6618,12
Genetic Algorithm,6619,10
Genetic Algorithm,6620,2
Genetic Algorithm,6621,9
Genetic Algorithm,6622,5
Genetic Algorithm,6623,12
Genetic Algorithm,6624,10
Genetic Algorithm,6625,9
Genetic Algorithm,6626,11
Genetic Algorithm,6627,2
Genetic Algorithm,6628,6
Genetic Algorithm,6629,4
Genetic Algorithm,6630,5
Genetic Algorithm,6631,9
Genetic Algorithm,6632,7
Genetic Algorithm,6633,9
Genetic Algorithm,6634,2
Genetic Algorithm,6635,8
Genetic Algorithm,6636,3
Genetic Algorithm,6637,10
Genetic Algorithm,6638,5
Genetic Algorithm,6639,8
Genetic Algorithm,6640,5
Genetic Algorithm,6641,3
Genetic Algorithm,6642,8
Genetic Algorithm,6643,6
Genetic Algorithm,6644,11
Genetic Algorithm,6645,8
Genetic Algorithm,6646,2
Genetic Algorithm,6647,2
Genetic Algorithm,6648,6
Genetic Algorithm,6649,3
Genetic Algorithm,6650,4
Genetic Algorithm,6651,2
Genetic Algorithm,6652,3
Genetic Algorithm,6653,5
Genetic Algorithm,6654,14
Genetic Algorithm,6655,2
Genetic Algorithm,6656,6
Genetic Algorithm,6657,5
Genetic Algorithm,6658,8
Genetic Algorithm,6659,5
Genetic Algorithm,6660,11
Genetic Algorithm,6661,4
Genetic Algorithm,6662,7
Genetic Algorithm,6663,8
Genetic Algorithm,6664,4
Genetic Algorithm,6665,6
Genetic Algorithm,6666,9
Genetic Algorithm,6667,4
Genetic Algorithm,6668,4
Genetic Algorithm,6669,6
Genetic Algorithm,6670,2
Genetic Algorithm,6671,4
Genetic Algorithm,6672,8
Genetic Algorithm,6673,12
Genetic Algorithm,6674,4
Genetic Algorithm,6675,2
Genetic Algorithm,6676,8
Genetic Algorithm,6677,7
Genetic Algorithm,6678,4
Genetic Algorithm,6679,4
Genetic Algorithm,6680,5
Genetic Algorithm,6681,7
Genetic Algorithm,6682,5
Genetic Algorithm,6683,3
Genetic Algorithm,6684,8
Genetic Algorithm,6685,6
Genetic Algorithm,6686,7
Genetic Algorithm,6687,7
Genetic Algorithm,6688,2
Genetic Algorithm,6689,6
Genetic Algorithm,6690,8
Genetic Algorithm,6691,7
Genetic Algorithm,6692,5
Genetic Algorithm,6693,4
Genetic Algorithm,6694,10
Genetic Algorithm,6695,4
Genetic Algorithm,6696,4
Genetic Algorithm,6697,5
Genetic Algorithm,6698,6
Genetic Algorithm,6699,2
Genetic Algorithm,6700,4
Genetic Algorithm,6701,2
Genetic Algorithm,6702,2
Genetic Algorithm,6703,9
Genetic Algorithm,6704,3
Genetic Algorithm,6705,8
Genetic Algorithm,6706,9
Genetic Algorithm,6707,10
Genetic Algorithm,6708,2
Genetic Algorithm,6709,2
Genetic Algorithm,6710,11
Genetic Algorithm,6711,10
Genetic Algorithm,6712,2
Genetic Algorithm,6713,2
Genetic Algorithm,6714,4
Genetic Algorithm,6715,3
Genetic Algorithm,6716,8
Genetic Algorithm,6717,11
Genetic Algorithm,6718,5
Genetic Algorithm,6719,3
Genetic Algorithm,6720,3
Genetic Algorithm,6721,13
Genetic Algorithm,6722,4
Genetic Algorithm,6723,6
Genetic Algorithm,6724,9
Genetic Algorithm,6725,13
Genetic Algorithm,6726,2
Genetic Algorithm,6727,5
Genetic Algorithm,6728,6
Genetic Algorithm,6729,7
Genetic Algorithm,6730,6
Genetic Algorithm,6731,7
Genetic Algorithm,6732,5
Genetic Algorithm,6733,9
Genetic Algorithm,6734,8
Genetic Algorithm,6735,5
Genetic Algorithm,6736,7
Genetic Algorithm,6737,2
Genetic Algorithm,6738,4
Genetic Algorithm,6739,7
Genetic Algorithm,6740,2
Genetic Algorithm,6741,4
Genetic Algorithm,6742,4
Genetic Algorithm,6743,5
Genetic Algorithm,6744,2
Genetic Algorithm,6745,4
Genetic Algorithm,6746,2
Genetic Algorithm,6747,4
Genetic Algorithm,6748,3
Genetic Algorithm,6749,8
Genetic Algorithm,6750,4
Genetic Algorithm,6751,6
Genetic Algorithm,6752,4
Genetic Algorithm,6753,5
Genetic Algorithm,6754,14
Genetic Algorithm,6755,5
Genetic Algorithm,6756,4
Genetic Algorithm,6757,6
Genetic Algorithm,6758,4
Genetic Algorithm,6759,5
Genetic Algorithm,6760,7
Genetic Algorithm,6761,6
Genetic Algorithm,6762,10
Genetic Algorithm,6763,3
Genetic Algorithm,6764,2
Genetic Algorithm,6765,5
Genetic Algorithm,6766,9
Genetic Algorithm,6767,11
Genetic Algorithm,6768,8
Genetic Algorithm,6769,3
Genetic Algorithm,6770,4
Genetic Algorithm,6771,8
Genetic Algorithm,6772,5
Genetic Algorithm,6773,7
Genetic Algorithm,6774,1
Genetic Algorithm,6775,3
Genetic Algorithm,6776,4
Genetic Algorithm,6777,3
Genetic Algorithm,6778,4
Genetic Algorithm,6779,7
Genetic Algorithm,6780,8
Genetic Algorithm,6781,6
Genetic Algorithm,6782,14
Genetic Algorithm,6783,5
Genetic Algorithm,6784,6
Genetic Algorithm,6785,2
Genetic Algorithm,6786,5
Genetic Algorithm,6787,6
Genetic Algorithm,6788,11
Genetic Algorithm,6789,6
Genetic Algorithm,6790,13
Genetic Algorithm,6791,10
Genetic Algorithm,6792,7
Genetic Algorithm,6793,3
Genetic Algorithm,6794,12
Genetic Algorithm,6795,6
Genetic Algorithm,6796,5
Genetic Algorithm,6797,5
Genetic Algorithm,6798,5
Genetic Algorithm,6799,4
Genetic Algorithm,6800,7
Genetic Algorithm,6801,7
Genetic Algorithm,6802,7
Genetic Algorithm,6803,4
Genetic Algorithm,6804,3
Genetic Algorithm,6805,6
Genetic Algorithm,6806,6
Genetic Algorithm,6807,7
Genetic Algorithm,6808,3
Genetic Algorithm,6809,4
Genetic Algorithm,6810,8
Genetic Algorithm,6811,5
Genetic Algorithm,6812,6
Genetic Algorithm,6813,1
Genetic Algorithm,6814,5
Genetic Algorithm,6815,3
Genetic Algorithm,6816,7
Genetic Algorithm,6817,3
Genetic Algorithm,6818,5
Genetic Algorithm,6819,6
Genetic Algorithm,6820,2
Genetic Algorithm,6821,3
Genetic Algorithm,6822,2
Genetic Algorithm,6823,9
Genetic Algorithm,6824,9
Genetic Algorithm,6825,4
Genetic Algorithm,6826,5
Genetic Algorithm,6827,5
Genetic Algorithm,6828,3
Genetic Algorithm,6829,6
Genetic Algorithm,6830,4
Genetic Algorithm,6831,5
Genetic Algorithm,6832,2
Genetic Algorithm,6833,12
Genetic Algorithm,6834,8
Genetic Algorithm,6835,8
Genetic Algorithm,6836,7
Genetic Algorithm,6837,5
Genetic Algorithm,6838,2
Genetic Algorithm,6839,3
Genetic Algorithm,6840,8
Genetic Algorithm,6841,7
Genetic Algorithm,6842,11
Genetic Algorithm,6843,11
Genetic Algorithm,6844,10
Genetic Algorithm,6845,4
Genetic Algorithm,6846,8
Genetic Algorithm,6847,6
Genetic Algorithm,6848,9
Genetic Algorithm,6849,10
Genetic Algorithm,6850,7
Genetic Algorithm,6851,10
Genetic Algorithm,6852,2
Genetic Algorithm,6853,7
Genetic Algorithm,6854,6
Genetic Algorithm,6855,4
Genetic Algorithm,6856,3
Genetic Algorithm,6857,6
Genetic Algorithm,6858,9
Genetic Algorithm,6859,5
Genetic Algorithm,6860,4
Genetic Algorithm,6861,5
Genetic Algorithm,6862,6
Genetic Algorithm,6863,8
Genetic Algorithm,6864,4
Genetic Algorithm,6865,14
Genetic Algorithm,6866,8
Genetic Algorithm,6867,6
Genetic Algorithm,6868,4
Genetic Algorithm,6869,2
Genetic Algorithm,6870,9
Genetic Algorithm,6871,5
Genetic Algorithm,6872,11
Genetic Algorithm,6873,2
Genetic Algorithm,6874,2
Genetic Algorithm,6875,4
Genetic Algorithm,6876,4
Genetic Algorithm,6877,9
Genetic Algorithm,6878,8
Genetic Algorithm,6879,3
Genetic Algorithm,6880,3
Genetic Algorithm,6881,5
Genetic Algorithm,6882,4
Genetic Algorithm,6883,4
Genetic Algorithm,6884,4
Genetic Algorithm,6885,8
Genetic Algorithm,6886,10
Genetic Algorithm,6887,11
Genetic Algorithm,6888,6
Genetic Algorithm,6889,5
Genetic Algorithm,6890,4
Genetic Algorithm,6891,7
Genetic Algorithm,6892,3
Genetic Algorithm,6893,3
Genetic Algorithm,6894,5
Genetic Algorithm,6895,4
Genetic Algorithm,6896,3
Genetic Algorithm,6897,7
Genetic Algorithm,6898,11
Genetic Algorithm,6899,9
Genetic Algorithm,6900,2
Genetic Algorithm,6901,6
Genetic Algorithm,6902,6
Genetic Algorithm,6903,5
Genetic Algorithm,6904,2
Genetic Algorithm,6905,2
Genetic Algorithm,6906,8
Genetic Algorithm,6907,8
Genetic Algorithm,6908,4
Genetic Algorithm,6909,7
Genetic Algorithm,6910,5
Genetic Algorithm,6911,4
Genetic Algorithm,6912,7
Genetic Algorithm,6913,4
Genetic Algorithm,6914,2
Genetic Algorithm,6915,7
Genetic Algorithm,6916,5
Genetic Algorithm,6917,9
Genetic Algorithm,6918,7
Genetic Algorithm,6919,8
Genetic Algorithm,6920,5
Genetic Algorithm,6921,4
Genetic Algorithm,6922,8
Genetic Algorithm,6923,5
Genetic Algorithm,6924,5
Genetic Algorithm,6925,7
Genetic Algorithm,6926,2
Genetic Algorithm,6927,4
Genetic Algorithm,6928,2
Genetic Algorithm,6929,5
Genetic Algorithm,6930,3
Genetic Algorithm,6931,8
Genetic Algorithm,6932,10
Genetic Algorithm,6933,7
Genetic Algorithm,6934,8
Genetic Algorithm,6935,7
Genetic Algorithm,6936,8
Genetic Algorithm,6937,6
Genetic Algorithm,6938,7
Genetic Algorithm,6939,6
Genetic Algorithm,6940,3
Genetic Algorithm,6941,7
Genetic Algorithm,6942,6
Genetic Algorithm,6943,9
Genetic Algorithm,6944,11
Genetic Algorithm,6945,2
Genetic Algorithm,6946,8
Genetic Algorithm,6947,7
Genetic Algorithm,6948,10
Genetic Algorithm,6949,5
Genetic Algorithm,6950,10
Genetic Algorithm,6951,5
Genetic Algorithm,6952,4
Genetic Algorithm,6953,6
Genetic Algorithm,6954,8
Genetic Algorithm,6955,4
Genetic Algorithm,6956,14
Genetic Algorithm,6957,4
Genetic Algorithm,6958,10
Genetic Algorithm,6959,5
Genetic Algorithm,6960,6
Genetic Algorithm,6961,13
Genetic Algorithm,6962,7
Genetic Algorithm,6963,8
Genetic Algorithm,6964,4
Genetic Algorithm,6965,8
Genetic Algorithm,6966,8
Genetic Algorithm,6967,4
Genetic Algorithm,6968,4
Genetic Algorithm,6969,6
Genetic Algorithm,6970,6
Genetic Algorithm,6971,7
Genetic Algorithm,6972,4
Genetic Algorithm,6973,8
Genetic Algorithm,6974,5
Genetic Algorithm,6975,7
Genetic Algorithm,6976,7
Genetic Algorithm,6977,6
Genetic Algorithm,6978,13
Genetic Algorithm,6979,6
Genetic Algorithm,6980,12
Genetic Algorithm,6981,2
Genetic Algorithm,6982,4
Genetic Algorithm,6983,5
Genetic Algorithm,6984,4
Genetic Algorithm,6985,12
Genetic Algorithm,6986,8
Genetic Algorithm,6987,10
Genetic Algorithm,6988,9
Genetic Algorithm,6989,9
Genetic Algorithm,6990,8
Genetic Algorithm,6991,3
Genetic Algorithm,6992,6
Genetic Algorithm,6993,4
Genetic Algorithm,6994,5
Genetic Algorithm,6995,5
Genetic Algorithm,6996,5
Genetic Algorithm,6997,4
Genetic Algorithm,6998,2
Genetic Algorithm,6999,6
Genetic Algorithm,7000,7
Genetic Algorithm,7001,7
Genetic Algorithm,7002,4
Genetic Algorithm,7003,2
Genetic Algorithm,7004,5
Genetic Algorithm,7005,6
Genetic Algorithm,7006,2
Genetic Algorithm,7007,8
Genetic Algorithm,7008,7
Genetic Algorithm,7009,3
Genetic Algorithm,7010,5
Genetic Algorithm,7011,8
Genetic Algorithm,7012,3
Genetic Algorithm,7013,1
Genetic Algorithm,7014,7
Genetic Algorithm,7015,6
Genetic Algorithm,7016,2
Genetic Algorithm,7017,2
Genetic Algorithm,7018,8
Genetic Algorithm,7019,5
Genetic Algorithm,7020,8
Genetic Algorithm,7021,5
Genetic Algorithm,7022,9
Genetic Algorithm,7023,9
Genetic Algorithm,7024,9
Genetic Algorithm,7025,3
Genetic Algorithm,7026,5
Genetic Algorithm,7027,4
Genetic Algorithm,7028,5
Genetic Algorithm,7029,4
Genetic Algorithm,7030,2
Genetic Algorithm,7031,2
Genetic Algorithm,7032,2
Genetic Algorithm,7033,7
Genetic Algorithm,7034,8
Genetic Algorithm,7035,2
Genetic Algorithm,7036,4
Genetic Algorithm,7037,2
Genetic Algorithm,7038,7
Genetic Algorithm,7039,9
Genetic Algorithm,7040,9
Genetic Algorithm,7041,3
Genetic Algorithm,7042,7
Genetic Algorithm,7043,5
Genetic Algorithm,7044,8
Genetic Algorithm,7045,10
Genetic Algorithm,7046,5
Genetic Algorithm,7047,7
Genetic Algorithm,7048,7
Genetic Algorithm,7049,3
Genetic Algorithm,7050,7
Genetic Algorithm,7051,7
Genetic Algorithm,7052,8
Genetic Algorithm,7053,7
Genetic Algorithm,7054,2
Genetic Algorithm,7055,8
Genetic Algorithm,7056,3
Genetic Algorithm,7057,6
Genetic Algorithm,7058,8
Genetic Algorithm,7059,2
Genetic Algorithm,7060,4
Genetic Algorithm,7061,4
Genetic Algorithm,7062,6
Genetic Algorithm,7063,9
Genetic Algorithm,7064,4
Genetic Algorithm,7065,5
Genetic Algorithm,7066,7
Genetic Algorithm,7067,9
Genetic Algorithm,7068,7
Genetic Algorithm,7069,4
Genetic Algorithm,7070,2
Genetic Algorithm,7071,9
Genetic Algorithm,7072,6
Genetic Algorithm,7073,4
Genetic Algorithm,7074,4
Genetic Algorithm,7075,10
Genetic Algorithm,7076,10
Genetic Algorithm,7077,7
Genetic Algorithm,7078,8
Genetic Algorithm,7079,8
Genetic Algorithm,7080,3
Genetic Algorithm,7081,13
Genetic Algorithm,7082,7
Genetic Algorithm,7083,2
Genetic Algorithm,7084,5
Genetic Algorithm,7085,20
Genetic Algorithm,7086,4
Genetic Algorithm,7087,9
Genetic Algorithm,7088,8
Genetic Algorithm,7089,2
Genetic Algorithm,7090,2
Genetic Algorithm,7091,2
Genetic Algorithm,7092,2
Genetic Algorithm,7093,7
Genetic Algorithm,7094,2
Genetic Algorithm,7095,13
Genetic Algorithm,7096,4
Genetic Algorithm,7097,13
Genetic Algorithm,7098,7
Genetic Algorithm,7099,10
Genetic Algorithm,7100,5
Genetic Algorithm,7101,8
Genetic Algorithm,7102,9
Genetic Algorithm,7103,10
Genetic Algorithm,7104,3
Genetic Algorithm,7105,7
Genetic Algorithm,7106,2
Genetic Algorithm,7107,9
Genetic Algorithm,7108,6
Genetic Algorithm,7109,2
Genetic Algorithm,7110,2
Genetic Algorithm,7111,6
Genetic Algorithm,7112,10
Genetic Algorithm,7113,2
Genetic Algorithm,7114,7
Genetic Algorithm,7115,7
Genetic Algorithm,7116,7
Genetic Algorithm,7117,10
Genetic Algorithm,7118,8
Genetic Algorithm,7119,8
Genetic Algorithm,7120,8
Genetic Algorithm,7121,4
Genetic Algorithm,7122,6
Genetic Algorithm,7123,6
Genetic Algorithm,7124,7
Genetic Algorithm,7125,6
Genetic Algorithm,7126,4
Genetic Algorithm,7127,2
Genetic Algorithm,7128,8
Genetic Algorithm,7129,5
Genetic Algorithm,7130,5
Genetic Algorithm,7131,12
Genetic Algorithm,7132,5
Genetic Algorithm,7133,8
Genetic Algorithm,7134,6
Genetic Algorithm,7135,5
Genetic Algorithm,7136,10
Genetic Algorithm,7137,4
Genetic Algorithm,7138,2
Genetic Algorithm,7139,2
Genetic Algorithm,7140,5
Genetic Algorithm,7141,6
Genetic Algorithm,7142,10
Genetic Algorithm,7143,4
Genetic Algorithm,7144,11
Genetic Algorithm,7145,2
Genetic Algorithm,7146,2
Genetic Algorithm,7147,5
Genetic Algorithm,7148,4
Genetic Algorithm,7149,4
Genetic Algorithm,7150,6
Genetic Algorithm,7151,14
Genetic Algorithm,7152,9
Genetic Algorithm,7153,6
Genetic Algorithm,7154,3
Genetic Algorithm,7155,8
Genetic Algorithm,7156,6
Genetic Algorithm,7157,3
Genetic Algorithm,7158,7
Genetic Algorithm,7159,8
Genetic Algorithm,7160,2
Genetic Algorithm,7161,8
Genetic Algorithm,7162,7
Genetic Algorithm,7163,2
Genetic Algorithm,7164,6
Genetic Algorithm,7165,7
Genetic Algorithm,7166,10
Genetic Algorithm,7167,14
Genetic Algorithm,7168,4
Genetic Algorithm,7169,10
Genetic Algorithm,7170,4
Genetic Algorithm,7171,3
Genetic Algorithm,7172,4
Genetic Algorithm,7173,4
Genetic Algorithm,7174,7
Genetic Algorithm,7175,5
Genetic Algorithm,7176,10
Genetic Algorithm,7177,4
Genetic Algorithm,7178,3
Genetic Algorithm,7179,10
Genetic Algorithm,7180,2
Genetic Algorithm,7181,1
Genetic Algorithm,7182,2
Genetic Algorithm,7183,5
Genetic Algorithm,7184,5
Genetic Algorithm,7185,5
Genetic Algorithm,7186,4
Genetic Algorithm,7187,9
Genetic Algorithm,7188,7
Genetic Algorithm,7189,9
Genetic Algorithm,7190,5
Genetic Algorithm,7191,8
Genetic Algorithm,7192,7
Genetic Algorithm,7193,4
Genetic Algorithm,7194,6
Genetic Algorithm,7195,4
Genetic Algorithm,7196,8
Genetic Algorithm,7197,7
Genetic Algorithm,7198,6
Genetic Algorithm,7199,9
Genetic Algorithm,7200,5
Genetic Algorithm,7201,4
Genetic Algorithm,7202,7
Genetic Algorithm,7203,7
Genetic Algorithm,7204,10
Genetic Algorithm,7205,8
Genetic Algorithm,7206,7
Genetic Algorithm,7207,8
Genetic Algorithm,7208,4
Genetic Algorithm,7209,5
Genetic Algorithm,7210,4
Genetic Algorithm,7211,8
Genetic Algorithm,7212,5
Genetic Algorithm,7213,3
Genetic Algorithm,7214,2
Genetic Algorithm,7215,9
Genetic Algorithm,7216,5
Genetic Algorithm,7217,6
Genetic Algorithm,7218,10
Genetic Algorithm,7219,6
Genetic Algorithm,7220,6
Genetic Algorithm,7221,4
Genetic Algorithm,7222,7
Genetic Algorithm,7223,5
Genetic Algorithm,7224,5
Genetic Algorithm,7225,3
Genetic Algorithm,7226,3
Genetic Algorithm,7227,5
Genetic Algorithm,7228,6
