Algoritmo,Numero de estado,Valores de h
Genetic Algorithm,19437,6
Genetic Algorithm,19438,5
Genetic Algorithm,19439,5
Genetic Algorithm,19440,2
Genetic Algorithm,19441,1
Genetic Algorithm,19442,11
Genetic Algorithm,19443,7
Genetic Algorithm,19444,1
Genetic Algorithm,19445,3
Genetic Algorithm,19446,8
Genetic Algorithm,19447,4
Genetic Algorithm,19448,5
Genetic Algorithm,19449,4
Genetic Algorithm,19450,1
Genetic Algorithm,19451,1
Genetic Algorithm,19452,4
Genetic Algorithm,19453,4
Genetic Algorithm,19454,3
Genetic Algorithm,19455,4
Genetic Algorithm,19456,3
Genetic Algorithm,19457,3
Genetic Algorithm,19458,8
Genetic Algorithm,19459,6
Genetic Algorithm,19460,7
Genetic Algorithm,19461,3
Genetic Algorithm,19462,1
Genetic Algorithm,19463,6
Genetic Algorithm,19464,1
Genetic Algorithm,19465,7
Genetic Algorithm,19466,6
Genetic Algorithm,19467,7
Genetic Algorithm,19468,9
Genetic Algorithm,19469,5
Genetic Algorithm,19470,14
Genetic Algorithm,19471,8
Genetic Algorithm,19472,2
Genetic Algorithm,19473,2
Genetic Algorithm,19474,7
Genetic Algorithm,19475,5
Genetic Algorithm,19476,8
Genetic Algorithm,19477,4
Genetic Algorithm,19478,7
Genetic Algorithm,19479,5
Genetic Algorithm,19480,3
Genetic Algorithm,19481,3
Genetic Algorithm,19482,3
Genetic Algorithm,19483,3
Genetic Algorithm,19484,4
Genetic Algorithm,19485,10
Genetic Algorithm,19486,7
Genetic Algorithm,19487,3
Genetic Algorithm,19488,7
Genetic Algorithm,19489,1
Genetic Algorithm,19490,2
Genetic Algorithm,19491,9
Genetic Algorithm,19492,7
Genetic Algorithm,19493,7
Genetic Algorithm,19494,3
Genetic Algorithm,19495,8
Genetic Algorithm,19496,5
Genetic Algorithm,19497,8
Genetic Algorithm,19498,6
Genetic Algorithm,19499,4
Genetic Algorithm,19500,3
Genetic Algorithm,19501,4
Genetic Algorithm,19502,3
Genetic Algorithm,19503,11
Genetic Algorithm,19504,3
Genetic Algorithm,19505,6
Genetic Algorithm,19506,6
Genetic Algorithm,19507,3
Genetic Algorithm,19508,5
Genetic Algorithm,19509,9
Genetic Algorithm,19510,5
Genetic Algorithm,19511,8
Genetic Algorithm,19512,3
Genetic Algorithm,19513,1
Genetic Algorithm,19514,3
Genetic Algorithm,19515,3
Genetic Algorithm,19516,7
Genetic Algorithm,19517,4
Genetic Algorithm,19518,4
Genetic Algorithm,19519,3
Genetic Algorithm,19520,7
Genetic Algorithm,19521,8
Genetic Algorithm,19522,10
Genetic Algorithm,19523,7
Genetic Algorithm,19524,4
Genetic Algorithm,19525,5
Genetic Algorithm,19526,6
Genetic Algorithm,19527,11
Genetic Algorithm,19528,5
Genetic Algorithm,19529,4
Genetic Algorithm,19530,4
Genetic Algorithm,19531,4
Genetic Algorithm,19532,2
Genetic Algorithm,19533,5
Genetic Algorithm,19534,5
Genetic Algorithm,19535,6
Genetic Algorithm,19536,2
Genetic Algorithm,19537,13
Genetic Algorithm,19538,3
Genetic Algorithm,19539,3
Genetic Algorithm,19540,8
Genetic Algorithm,19541,4
Genetic Algorithm,19542,1
Genetic Algorithm,19543,7
Genetic Algorithm,19544,6
Genetic Algorithm,19545,5
Genetic Algorithm,19546,3
Genetic Algorithm,19547,9
Genetic Algorithm,19548,9
Genetic Algorithm,19549,4
Genetic Algorithm,19550,1
Genetic Algorithm,19551,6
Genetic Algorithm,19552,1
Genetic Algorithm,19553,5
Genetic Algorithm,19554,3
Genetic Algorithm,19555,6
Genetic Algorithm,19556,4
Genetic Algorithm,19557,1
Genetic Algorithm,19558,5
Genetic Algorithm,19559,12
Genetic Algorithm,19560,6
Genetic Algorithm,19561,4
Genetic Algorithm,19562,4
Genetic Algorithm,19563,1
Genetic Algorithm,19564,6
Genetic Algorithm,19565,1
Genetic Algorithm,19566,10
Genetic Algorithm,19567,3
Genetic Algorithm,19568,3
Genetic Algorithm,19569,7
Genetic Algorithm,19570,6
Genetic Algorithm,19571,6
Genetic Algorithm,19572,7
Genetic Algorithm,19573,4
Genetic Algorithm,19574,9
Genetic Algorithm,19575,1
Genetic Algorithm,19576,12
Genetic Algorithm,19577,8
Genetic Algorithm,19578,3
Genetic Algorithm,19579,4
Genetic Algorithm,19580,4
Genetic Algorithm,19581,8
Genetic Algorithm,19582,9
Genetic Algorithm,19583,6
Genetic Algorithm,19584,7
Genetic Algorithm,19585,7
Genetic Algorithm,19586,2
Genetic Algorithm,19587,5
Genetic Algorithm,19588,3
Genetic Algorithm,19589,6
Genetic Algorithm,19590,4
Genetic Algorithm,19591,6
Genetic Algorithm,19592,6
Genetic Algorithm,19593,1
Genetic Algorithm,19594,6
Genetic Algorithm,19595,7
Genetic Algorithm,19596,12
Genetic Algorithm,19597,6
Genetic Algorithm,19598,6
Genetic Algorithm,19599,4
Genetic Algorithm,19600,9
Genetic Algorithm,19601,4
Genetic Algorithm,19602,4
Genetic Algorithm,19603,6
Genetic Algorithm,19604,5
Genetic Algorithm,19605,6
Genetic Algorithm,19606,2
Genetic Algorithm,19607,5
Genetic Algorithm,19608,5
Genetic Algorithm,19609,3
Genetic Algorithm,19610,4
Genetic Algorithm,19611,6
Genetic Algorithm,19612,9
Genetic Algorithm,19613,1
Genetic Algorithm,19614,3
Genetic Algorithm,19615,9
Genetic Algorithm,19616,3
Genetic Algorithm,19617,4
Genetic Algorithm,19618,7
Genetic Algorithm,19619,2
Genetic Algorithm,19620,1
Genetic Algorithm,19621,6
Genetic Algorithm,19622,4
Genetic Algorithm,19623,3
Genetic Algorithm,19624,11
Genetic Algorithm,19625,5
Genetic Algorithm,19626,3
Genetic Algorithm,19627,1
Genetic Algorithm,19628,7
Genetic Algorithm,19629,3
Genetic Algorithm,19630,6
Genetic Algorithm,19631,3
Genetic Algorithm,19632,6
Genetic Algorithm,19633,7
Genetic Algorithm,19634,4
Genetic Algorithm,19635,12
Genetic Algorithm,19636,9
Genetic Algorithm,19637,10
Genetic Algorithm,19638,2
Genetic Algorithm,19639,4
Genetic Algorithm,19640,3
Genetic Algorithm,19641,8
Genetic Algorithm,19642,3
Genetic Algorithm,19643,3
Genetic Algorithm,19644,3
Genetic Algorithm,19645,4
Genetic Algorithm,19646,8
Genetic Algorithm,19647,8
Genetic Algorithm,19648,3
Genetic Algorithm,19649,3
Genetic Algorithm,19650,1
Genetic Algorithm,19651,10
Genetic Algorithm,19652,5
Genetic Algorithm,19653,3
Genetic Algorithm,19654,8
Genetic Algorithm,19655,6
Genetic Algorithm,19656,6
Genetic Algorithm,19657,12
Genetic Algorithm,19658,7
Genetic Algorithm,19659,5
Genetic Algorithm,19660,8
Genetic Algorithm,19661,1
Genetic Algorithm,19662,6
Genetic Algorithm,19663,10
Genetic Algorithm,19664,3
Genetic Algorithm,19665,13
Genetic Algorithm,19666,10
Genetic Algorithm,19667,3
Genetic Algorithm,19668,6
Genetic Algorithm,19669,7
Genetic Algorithm,19670,4
Genetic Algorithm,19671,1
Genetic Algorithm,19672,1
Genetic Algorithm,19673,5
Genetic Algorithm,19674,8
Genetic Algorithm,19675,12
Genetic Algorithm,19676,2
Genetic Algorithm,19677,3
Genetic Algorithm,19678,5
Genetic Algorithm,19679,3
Genetic Algorithm,19680,4
Genetic Algorithm,19681,1
Genetic Algorithm,19682,7
Genetic Algorithm,19683,8
Genetic Algorithm,19684,5
Genetic Algorithm,19685,10
Genetic Algorithm,19686,4
Genetic Algorithm,19687,6
Genetic Algorithm,19688,4
Genetic Algorithm,19689,11
Genetic Algorithm,19690,12
Genetic Algorithm,19691,3
Genetic Algorithm,19692,6
Genetic Algorithm,19693,10
Genetic Algorithm,19694,4
Genetic Algorithm,19695,7
Genetic Algorithm,19696,5
Genetic Algorithm,19697,9
Genetic Algorithm,19698,1
Genetic Algorithm,19699,7
Genetic Algorithm,19700,5
Genetic Algorithm,19701,8
Genetic Algorithm,19702,5
Genetic Algorithm,19703,3
Genetic Algorithm,19704,2
Genetic Algorithm,19705,9
Genetic Algorithm,19706,4
Genetic Algorithm,19707,6
Genetic Algorithm,19708,5
Genetic Algorithm,19709,6
Genetic Algorithm,19710,2
Genetic Algorithm,19711,1
Genetic Algorithm,19712,3
Genetic Algorithm,19713,5
Genetic Algorithm,19714,2
Genetic Algorithm,19715,5
Genetic Algorithm,19716,3
Genetic Algorithm,19717,1
Genetic Algorithm,19718,6
Genetic Algorithm,19719,6
Genetic Algorithm,19720,1
Genetic Algorithm,19721,1
Genetic Algorithm,19722,2
Genetic Algorithm,19723,4
Genetic Algorithm,19724,8
Genetic Algorithm,19725,4
Genetic Algorithm,19726,8
Genetic Algorithm,19727,9
Genetic Algorithm,19728,9
Genetic Algorithm,19729,4
Genetic Algorithm,19730,3
Genetic Algorithm,19731,6
Genetic Algorithm,19732,12
Genetic Algorithm,19733,8
Genetic Algorithm,19734,1
Genetic Algorithm,19735,7
Genetic Algorithm,19736,1
Genetic Algorithm,19737,4
Genetic Algorithm,19738,10
Genetic Algorithm,19739,8
Genetic Algorithm,19740,4
Genetic Algorithm,19741,3
Genetic Algorithm,19742,4
Genetic Algorithm,19743,15
Genetic Algorithm,19744,6
Genetic Algorithm,19745,5
Genetic Algorithm,19746,9
Genetic Algorithm,19747,7
Genetic Algorithm,19748,4
Genetic Algorithm,19749,6
Genetic Algorithm,19750,1
Genetic Algorithm,19751,3
Genetic Algorithm,19752,4
Genetic Algorithm,19753,9
Genetic Algorithm,19754,12
Genetic Algorithm,19755,9
Genetic Algorithm,19756,8
Genetic Algorithm,19757,3
Genetic Algorithm,19758,5
Genetic Algorithm,19759,1
Genetic Algorithm,19760,3
Genetic Algorithm,19761,5
Genetic Algorithm,19762,4
Genetic Algorithm,19763,3
Genetic Algorithm,19764,3
Genetic Algorithm,19765,3
Genetic Algorithm,19766,3
Genetic Algorithm,19767,11
Genetic Algorithm,19768,6
Genetic Algorithm,19769,3
Genetic Algorithm,19770,3
Genetic Algorithm,19771,2
Genetic Algorithm,19772,5
Genetic Algorithm,19773,6
Genetic Algorithm,19774,7
Genetic Algorithm,19775,3
Genetic Algorithm,19776,3
Genetic Algorithm,19777,3
Genetic Algorithm,19778,4
Genetic Algorithm,19779,7
Genetic Algorithm,19780,4
Genetic Algorithm,19781,7
Genetic Algorithm,19782,7
Genetic Algorithm,19783,3
Genetic Algorithm,19784,7
Genetic Algorithm,19785,8
Genetic Algorithm,19786,4
Genetic Algorithm,19787,5
Genetic Algorithm,19788,7
Genetic Algorithm,19789,5
Genetic Algorithm,19790,5
Genetic Algorithm,19791,8
Genetic Algorithm,19792,6
Genetic Algorithm,19793,4
Genetic Algorithm,19794,3
Genetic Algorithm,19795,6
Genetic Algorithm,19796,1
Genetic Algorithm,19797,3
Genetic Algorithm,19798,4
Genetic Algorithm,19799,5
Genetic Algorithm,19800,4
Genetic Algorithm,19801,6
Genetic Algorithm,19802,7
Genetic Algorithm,19803,5
Genetic Algorithm,19804,4
Genetic Algorithm,19805,8
Genetic Algorithm,19806,3
Genetic Algorithm,19807,7
Genetic Algorithm,19808,9
Genetic Algorithm,19809,8
Genetic Algorithm,19810,9
Genetic Algorithm,19811,1
Genetic Algorithm,19812,1
Genetic Algorithm,19813,3
Genetic Algorithm,19814,7
Genetic Algorithm,19815,6
Genetic Algorithm,19816,4
Genetic Algorithm,19817,9
Genetic Algorithm,19818,3
Genetic Algorithm,19819,3
Genetic Algorithm,19820,7
Genetic Algorithm,19821,14
Genetic Algorithm,19822,2
Genetic Algorithm,19823,12
Genetic Algorithm,19824,7
Genetic Algorithm,19825,1
Genetic Algorithm,19826,3
Genetic Algorithm,19827,4
Genetic Algorithm,19828,4
Genetic Algorithm,19829,3
Genetic Algorithm,19830,10
Genetic Algorithm,19831,5
Genetic Algorithm,19832,5
Genetic Algorithm,19833,5
Genetic Algorithm,19834,6
Genetic Algorithm,19835,5
Genetic Algorithm,19836,4
Genetic Algorithm,19837,5
Genetic Algorithm,19838,4
Genetic Algorithm,19839,4
Genetic Algorithm,19840,5
Genetic Algorithm,19841,7
Genetic Algorithm,19842,4
Genetic Algorithm,19843,10
Genetic Algorithm,19844,5
Genetic Algorithm,19845,4
Genetic Algorithm,19846,8
Genetic Algorithm,19847,2
Genetic Algorithm,19848,6
Genetic Algorithm,19849,10
Genetic Algorithm,19850,7
Genetic Algorithm,19851,6
Genetic Algorithm,19852,6
Genetic Algorithm,19853,12
Genetic Algorithm,19854,6
Genetic Algorithm,19855,5
Genetic Algorithm,19856,4
Genetic Algorithm,19857,5
Genetic Algorithm,19858,1
Genetic Algorithm,19859,3
Genetic Algorithm,19860,1
Genetic Algorithm,19861,1
Genetic Algorithm,19862,4
Genetic Algorithm,19863,3
Genetic Algorithm,19864,1
Genetic Algorithm,19865,2
Genetic Algorithm,19866,10
Genetic Algorithm,19867,4
Genetic Algorithm,19868,3
Genetic Algorithm,19869,8
Genetic Algorithm,19870,2
Genetic Algorithm,19871,1
Genetic Algorithm,19872,4
Genetic Algorithm,19873,5
Genetic Algorithm,19874,3
Genetic Algorithm,19875,2
Genetic Algorithm,19876,2
Genetic Algorithm,19877,8
Genetic Algorithm,19878,7
Genetic Algorithm,19879,5
Genetic Algorithm,19880,6
Genetic Algorithm,19881,4
Genetic Algorithm,19882,7
Genetic Algorithm,19883,4
Genetic Algorithm,19884,7
Genetic Algorithm,19885,5
Genetic Algorithm,19886,3
Genetic Algorithm,19887,3
Genetic Algorithm,19888,4
Genetic Algorithm,19889,6
Genetic Algorithm,19890,5
Genetic Algorithm,19891,4
Genetic Algorithm,19892,8
Genetic Algorithm,19893,3
Genetic Algorithm,19894,3
Genetic Algorithm,19895,4
Genetic Algorithm,19896,5
Genetic Algorithm,19897,4
Genetic Algorithm,19898,9
Genetic Algorithm,19899,10
Genetic Algorithm,19900,11
Genetic Algorithm,19901,7
Genetic Algorithm,19902,6
Genetic Algorithm,19903,3
Genetic Algorithm,19904,10
Genetic Algorithm,19905,2
Genetic Algorithm,19906,1
Genetic Algorithm,19907,1
Genetic Algorithm,19908,4
Genetic Algorithm,19909,4
Genetic Algorithm,19910,8
Genetic Algorithm,19911,6
Genetic Algorithm,19912,3
Genetic Algorithm,19913,6
Genetic Algorithm,19914,3
Genetic Algorithm,19915,6
Genetic Algorithm,19916,6
Genetic Algorithm,19917,6
Genetic Algorithm,19918,8
Genetic Algorithm,19919,4
Genetic Algorithm,19920,4
Genetic Algorithm,19921,6
Genetic Algorithm,19922,2
Genetic Algorithm,19923,7
Genetic Algorithm,19924,5
Genetic Algorithm,19925,6
Genetic Algorithm,19926,6
Genetic Algorithm,19927,3
Genetic Algorithm,19928,10
Genetic Algorithm,19929,6
Genetic Algorithm,19930,6
Genetic Algorithm,19931,5
Genetic Algorithm,19932,4
Genetic Algorithm,19933,1
Genetic Algorithm,19934,2
Genetic Algorithm,19935,4
Genetic Algorithm,19936,7
Genetic Algorithm,19937,5
Genetic Algorithm,19938,4
Genetic Algorithm,19939,6
Genetic Algorithm,19940,9
Genetic Algorithm,19941,1
Genetic Algorithm,19942,5
Genetic Algorithm,19943,6
Genetic Algorithm,19944,6
Genetic Algorithm,19945,3
Genetic Algorithm,19946,7
Genetic Algorithm,19947,6
Genetic Algorithm,19948,8
Genetic Algorithm,19949,2
Genetic Algorithm,19950,1
Genetic Algorithm,19951,9
Genetic Algorithm,19952,8
Genetic Algorithm,19953,4
Genetic Algorithm,19954,6
Genetic Algorithm,19955,6
Genetic Algorithm,19956,6
Genetic Algorithm,19957,3
Genetic Algorithm,19958,1
Genetic Algorithm,19959,1
Genetic Algorithm,19960,5
Genetic Algorithm,19961,4
Genetic Algorithm,19962,10
Genetic Algorithm,19963,5
Genetic Algorithm,19964,6
Genetic Algorithm,19965,4
Genetic Algorithm,19966,4
Genetic Algorithm,19967,7
Genetic Algorithm,19968,1
Genetic Algorithm,19969,3
Genetic Algorithm,19970,3
Genetic Algorithm,19971,7
Genetic Algorithm,19972,5
Genetic Algorithm,19973,6
Genetic Algorithm,19974,8
Genetic Algorithm,19975,3
Genetic Algorithm,19976,5
Genetic Algorithm,19977,1
Genetic Algorithm,19978,4
Genetic Algorithm,19979,3
Genetic Algorithm,19980,3
Genetic Algorithm,19981,3
Genetic Algorithm,19982,4
Genetic Algorithm,19983,9
Genetic Algorithm,19984,8
Genetic Algorithm,19985,3
Genetic Algorithm,19986,6
Genetic Algorithm,19987,5
Genetic Algorithm,19988,5
Genetic Algorithm,19989,3
Genetic Algorithm,19990,3
Genetic Algorithm,19991,6
Genetic Algorithm,19992,1
Genetic Algorithm,19993,1
Genetic Algorithm,19994,5
Genetic Algorithm,19995,4
Genetic Algorithm,19996,10
Genetic Algorithm,19997,2
Genetic Algorithm,19998,6
Genetic Algorithm,19999,4
Genetic Algorithm,20000,3
Genetic Algorithm,20001,3
Genetic Algorithm,20002,3
Genetic Algorithm,20003,5
Genetic Algorithm,20004,8
Genetic Algorithm,20005,4
Genetic Algorithm,20006,1
Genetic Algorithm,20007,9
Genetic Algorithm,20008,4
Genetic Algorithm,20009,3
Genetic Algorithm,20010,1
Genetic Algorithm,20011,8
Genetic Algorithm,20012,3
Genetic Algorithm,20013,2
Genetic Algorithm,20014,6
Genetic Algorithm,20015,9
Genetic Algorithm,20016,4
Genetic Algorithm,20017,14
Genetic Algorithm,20018,6
Genetic Algorithm,20019,7
Genetic Algorithm,20020,4
Genetic Algorithm,20021,14
Genetic Algorithm,20022,5
Genetic Algorithm,20023,5
Genetic Algorithm,20024,3
Genetic Algorithm,20025,1
Genetic Algorithm,20026,4
Genetic Algorithm,20027,6
Genetic Algorithm,20028,4
Genetic Algorithm,20029,6
Genetic Algorithm,20030,4
Genetic Algorithm,20031,3
Genetic Algorithm,20032,2
Genetic Algorithm,20033,6
Genetic Algorithm,20034,6
Genetic Algorithm,20035,5
Genetic Algorithm,20036,5
Genetic Algorithm,20037,6
Genetic Algorithm,20038,5
Genetic Algorithm,20039,2
Genetic Algorithm,20040,5
Genetic Algorithm,20041,1
Genetic Algorithm,20042,6
Genetic Algorithm,20043,8
Genetic Algorithm,20044,3
Genetic Algorithm,20045,1
Genetic Algorithm,20046,6
Genetic Algorithm,20047,11
Genetic Algorithm,20048,9
Genetic Algorithm,20049,3
Genetic Algorithm,20050,3
Genetic Algorithm,20051,8
Genetic Algorithm,20052,10
Genetic Algorithm,20053,4
Genetic Algorithm,20054,5
Genetic Algorithm,20055,1
Genetic Algorithm,20056,5
Genetic Algorithm,20057,6
Genetic Algorithm,20058,9
Genetic Algorithm,20059,6
Genetic Algorithm,20060,8
Genetic Algorithm,20061,4
Genetic Algorithm,20062,9
Genetic Algorithm,20063,6
Genetic Algorithm,20064,4
Genetic Algorithm,20065,4
Genetic Algorithm,20066,4
Genetic Algorithm,20067,7
Genetic Algorithm,20068,6
Genetic Algorithm,20069,4
Genetic Algorithm,20070,1
Genetic Algorithm,20071,6
Genetic Algorithm,20072,7
Genetic Algorithm,20073,4
Genetic Algorithm,20074,9
Genetic Algorithm,20075,5
Genetic Algorithm,20076,8
Genetic Algorithm,20077,11
Genetic Algorithm,20078,4
Genetic Algorithm,20079,9
Genetic Algorithm,20080,7
Genetic Algorithm,20081,6
Genetic Algorithm,20082,3
Genetic Algorithm,20083,3
Genetic Algorithm,20084,2
Genetic Algorithm,20085,4
Genetic Algorithm,20086,4
Genetic Algorithm,20087,4
Genetic Algorithm,20088,4
Genetic Algorithm,20089,4
Genetic Algorithm,20090,6
Genetic Algorithm,20091,3
Genetic Algorithm,20092,5
Genetic Algorithm,20093,6
Genetic Algorithm,20094,5
Genetic Algorithm,20095,4
Genetic Algorithm,20096,3
Genetic Algorithm,20097,3
Genetic Algorithm,20098,6
Genetic Algorithm,20099,5
Genetic Algorithm,20100,9
Genetic Algorithm,20101,3
Genetic Algorithm,20102,1
Genetic Algorithm,20103,6
Genetic Algorithm,20104,4
Genetic Algorithm,20105,3
Genetic Algorithm,20106,6
Genetic Algorithm,20107,7
Genetic Algorithm,20108,2
Genetic Algorithm,20109,6
Genetic Algorithm,20110,4
Genetic Algorithm,20111,8
Genetic Algorithm,20112,7
Genetic Algorithm,20113,11
Genetic Algorithm,20114,1
Genetic Algorithm,20115,1
Genetic Algorithm,20116,8
Genetic Algorithm,20117,6
Genetic Algorithm,20118,1
Genetic Algorithm,20119,8
Genetic Algorithm,20120,8
Genetic Algorithm,20121,4
Genetic Algorithm,20122,8
Genetic Algorithm,20123,5
Genetic Algorithm,20124,6
Genetic Algorithm,20125,10
Genetic Algorithm,20126,6
Genetic Algorithm,20127,3
Genetic Algorithm,20128,3
Genetic Algorithm,20129,3
Genetic Algorithm,20130,10
Genetic Algorithm,20131,6
Genetic Algorithm,20132,1
Genetic Algorithm,20133,7
Genetic Algorithm,20134,3
Genetic Algorithm,20135,6
Genetic Algorithm,20136,4
Genetic Algorithm,20137,8
Genetic Algorithm,20138,7
Genetic Algorithm,20139,3
Genetic Algorithm,20140,7
Genetic Algorithm,20141,4
Genetic Algorithm,20142,3
Genetic Algorithm,20143,5
Genetic Algorithm,20144,3
Genetic Algorithm,20145,3
Genetic Algorithm,20146,1
Genetic Algorithm,20147,3
Genetic Algorithm,20148,6
Genetic Algorithm,20149,1
Genetic Algorithm,20150,1
Genetic Algorithm,20151,1
Genetic Algorithm,20152,3
Genetic Algorithm,20153,5
Genetic Algorithm,20154,5
Genetic Algorithm,20155,8
Genetic Algorithm,20156,12
Genetic Algorithm,20157,1
Genetic Algorithm,20158,3
Genetic Algorithm,20159,5
Genetic Algorithm,20160,3
Genetic Algorithm,20161,6
Genetic Algorithm,20162,5
Genetic Algorithm,20163,6
Genetic Algorithm,20164,13
Genetic Algorithm,20165,4
Genetic Algorithm,20166,3
Genetic Algorithm,20167,3
Genetic Algorithm,20168,5
Genetic Algorithm,20169,6
Genetic Algorithm,20170,10
Genetic Algorithm,20171,5
Genetic Algorithm,20172,9
Genetic Algorithm,20173,5
Genetic Algorithm,20174,5
Genetic Algorithm,20175,1
Genetic Algorithm,20176,1
Genetic Algorithm,20177,7
Genetic Algorithm,20178,4
Genetic Algorithm,20179,14
Genetic Algorithm,20180,4
Genetic Algorithm,20181,7
Genetic Algorithm,20182,1
Genetic Algorithm,20183,7
Genetic Algorithm,20184,8
Genetic Algorithm,20185,10
Genetic Algorithm,20186,1
Genetic Algorithm,20187,6
Genetic Algorithm,20188,3
Genetic Algorithm,20189,1
Genetic Algorithm,20190,3
Genetic Algorithm,20191,6
Genetic Algorithm,20192,6
Genetic Algorithm,20193,10
Genetic Algorithm,20194,5
Genetic Algorithm,20195,5
Genetic Algorithm,20196,6
Genetic Algorithm,20197,5
Genetic Algorithm,20198,5
Genetic Algorithm,20199,12
Genetic Algorithm,20200,10
Genetic Algorithm,20201,3
Genetic Algorithm,20202,1
Genetic Algorithm,20203,5
Genetic Algorithm,20204,4
Genetic Algorithm,20205,14
Genetic Algorithm,20206,5
Genetic Algorithm,20207,4
Genetic Algorithm,20208,4
Genetic Algorithm,20209,3
Genetic Algorithm,20210,3
Genetic Algorithm,20211,3
Genetic Algorithm,20212,6
Genetic Algorithm,20213,3
Genetic Algorithm,20214,1
Genetic Algorithm,20215,3
Genetic Algorithm,20216,1
Genetic Algorithm,20217,4
Genetic Algorithm,20218,4
Genetic Algorithm,20219,6
Genetic Algorithm,20220,7
Genetic Algorithm,20221,5
Genetic Algorithm,20222,10
Genetic Algorithm,20223,6
Genetic Algorithm,20224,1
Genetic Algorithm,20225,6
Genetic Algorithm,20226,4
Genetic Algorithm,20227,6
Genetic Algorithm,20228,7
Genetic Algorithm,20229,1
Genetic Algorithm,20230,4
Genetic Algorithm,20231,1
Genetic Algorithm,20232,6
Genetic Algorithm,20233,6
Genetic Algorithm,20234,5
Genetic Algorithm,20235,3
Genetic Algorithm,20236,3
Genetic Algorithm,20237,8
Genetic Algorithm,20238,3
Genetic Algorithm,20239,1
Genetic Algorithm,20240,2
Genetic Algorithm,20241,6
Genetic Algorithm,20242,2
Genetic Algorithm,20243,4
Genetic Algorithm,20244,6
Genetic Algorithm,20245,8
Genetic Algorithm,20246,5
Genetic Algorithm,20247,4
Genetic Algorithm,20248,7
Genetic Algorithm,20249,3
Genetic Algorithm,20250,7
Genetic Algorithm,20251,9
Genetic Algorithm,20252,4
Genetic Algorithm,20253,8
Genetic Algorithm,20254,3
Genetic Algorithm,20255,11
Genetic Algorithm,20256,4
Genetic Algorithm,20257,9
Genetic Algorithm,20258,5
Genetic Algorithm,20259,6
Genetic Algorithm,20260,10
Genetic Algorithm,20261,4
Genetic Algorithm,20262,12
Genetic Algorithm,20263,2
Genetic Algorithm,20264,14
Genetic Algorithm,20265,6
Genetic Algorithm,20266,4
Genetic Algorithm,20267,1
Genetic Algorithm,20268,14
Genetic Algorithm,20269,5
Genetic Algorithm,20270,5
Genetic Algorithm,20271,1
Genetic Algorithm,20272,6
Genetic Algorithm,20273,5
Genetic Algorithm,20274,1
Genetic Algorithm,20275,7
Genetic Algorithm,20276,4
Genetic Algorithm,20277,2
Genetic Algorithm,20278,6
Genetic Algorithm,20279,5
Genetic Algorithm,20280,5
Genetic Algorithm,20281,6
Genetic Algorithm,20282,3
Genetic Algorithm,20283,11
Genetic Algorithm,20284,8
Genetic Algorithm,20285,6
Genetic Algorithm,20286,3
Genetic Algorithm,20287,5
Genetic Algorithm,20288,1
Genetic Algorithm,20289,11
Genetic Algorithm,20290,4
Genetic Algorithm,20291,8
Genetic Algorithm,20292,5
Genetic Algorithm,20293,6
Genetic Algorithm,20294,6
Genetic Algorithm,20295,9
Genetic Algorithm,20296,7
Genetic Algorithm,20297,1
Genetic Algorithm,20298,6
Genetic Algorithm,20299,7
Genetic Algorithm,20300,4
Genetic Algorithm,20301,4
Genetic Algorithm,20302,4
Genetic Algorithm,20303,3
Genetic Algorithm,20304,4
Genetic Algorithm,20305,1
Genetic Algorithm,20306,3
Genetic Algorithm,20307,3
Genetic Algorithm,20308,6
Genetic Algorithm,20309,5
Genetic Algorithm,20310,3
Genetic Algorithm,20311,1
Genetic Algorithm,20312,4
Genetic Algorithm,20313,3
Genetic Algorithm,20314,2
Genetic Algorithm,20315,5
Genetic Algorithm,20316,8
Genetic Algorithm,20317,7
Genetic Algorithm,20318,4
Genetic Algorithm,20319,3
Genetic Algorithm,20320,8
Genetic Algorithm,20321,5
Genetic Algorithm,20322,4
Genetic Algorithm,20323,6
Genetic Algorithm,20324,2
Genetic Algorithm,20325,6
Genetic Algorithm,20326,10
Genetic Algorithm,20327,4
Genetic Algorithm,20328,4
Genetic Algorithm,20329,8
Genetic Algorithm,20330,3
Genetic Algorithm,20331,8
Genetic Algorithm,20332,3
Genetic Algorithm,20333,4
Genetic Algorithm,20334,8
Genetic Algorithm,20335,3
Genetic Algorithm,20336,5
Genetic Algorithm,20337,5
Genetic Algorithm,20338,5
Genetic Algorithm,20339,3
Genetic Algorithm,20340,8
Genetic Algorithm,20341,4
Genetic Algorithm,20342,4
Genetic Algorithm,20343,5
Genetic Algorithm,20344,5
Genetic Algorithm,20345,3
Genetic Algorithm,20346,3
Genetic Algorithm,20347,2
Genetic Algorithm,20348,12
Genetic Algorithm,20349,1
Genetic Algorithm,20350,5
Genetic Algorithm,20351,11
Genetic Algorithm,20352,8
Genetic Algorithm,20353,6
Genetic Algorithm,20354,1
Genetic Algorithm,20355,1
Genetic Algorithm,20356,6
Genetic Algorithm,20357,6
Genetic Algorithm,20358,5
Genetic Algorithm,20359,4
Genetic Algorithm,20360,7
Genetic Algorithm,20361,9
Genetic Algorithm,20362,7
Genetic Algorithm,20363,2
Genetic Algorithm,20364,7
Genetic Algorithm,20365,8
Genetic Algorithm,20366,5
Genetic Algorithm,20367,9
Genetic Algorithm,20368,2
